price,area,bedrooms,bathrooms,stories,parking,mainroad_no,mainroad_yes,guestroom_no,guestroom_yes,basement_no,basement_yes,hotwaterheating_no,hotwaterheating_yes,airconditioning_no,airconditioning_yes,prefarea_no,prefarea_yes,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,area_x_bedrooms
9100000,0.6685235254115056,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,0.9382188564122745
8960000,1.5448470002469257,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.07303775798188064
8890000,-0.253922237573147,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,-0.01200501469150069
8855000,0.5855034067428869,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,0.027681612556077265
8750000,-0.3830646443909984,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,False,True,True,False,False,True,False,True,True,False,True,False,False,True,False,-0.018110649652666528
8680000,0.9245022246397467,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,0.04370890432913759
8645000,1.3372967035753787,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,0.06322513036572125
8645000,-0.2723711528328401,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,-0.012877248257381523
8575000,1.6832138646946235,0.047278311684073836,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.0795795097259869
8540000,0.6408501525219661,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,0.8993815092156857
8463000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,0.018523160114328505
8400000,1.717805580806548,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,0.08121494766201345
8400000,1.2911744154261462,2.7595604030335856,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,3.5630737902200305
8400000,0.16117835576994666,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,0.22620082447481138
8400000,1.0720935467172912,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.05068677285618427
8400000,0.8530126780084362,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.04032899926134936
8295000,-0.12477983075529565,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,-0.17511842988994059
8190000,0.3733408812564168,0.047278311684073836,3.4138101853056977,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,0.017650926548447674
8120000,0.779217016969664,2.7595604030335856,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,2.1502964253994343
8080940,0.8530126780084362,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.04032899926134936
8043000,1.0753221068877374,0.047278311684073836,1.4218117367065486,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,False,True,True,False,False,True,True,False,False,0.05083941373021341
7980000,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,2.4917127442758304
7962500,0.39178979651610985,0.047278311684073836,-0.5701867118926005,2.53202371213457,1.5176924895404067,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,0.018523160114328505
7910000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.5498453844463855
7875000,0.6454623813368893,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,0.030516371645189975
7840000,0.5578300338533473,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,0.026373262207256012
7700000,0.6131767796324264,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.028989962904898515
7700000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,0.5498453844463855
7560000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.5498453844463855
7560000,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.018523160114328505
7525000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.018523160114328505
7490000,0.6685235254115056,0.047278311684073836,-0.5701867118926005,2.53202371213457,2.679409353022881,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,0.03160666360254102
7455000,-0.39228910202084494,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,-0.018546766435606946
7420000,1.0559507458650597,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,0.04992356848603853
7420000,1.0559507458650597,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,0.04992356848603853
7420000,0.5416872330011159,0.047278311684073836,-0.5701867118926005,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.025610057837110282
7350000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,0.5498453844463855
7350000,-0.00024965275236754836,0.047278311684073836,1.4218117367065486,2.53202371213457,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,-1.1803160639219854e-05
7350000,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,0.018523160114328505
7350000,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.018523160114328505
7343000,2.900842271834365,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,4.071098196937113
7245000,1.7754584409930887,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,False,True,True,False,False,2.4917127442758304
7210000,1.166644237423218,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,1.6372911059508748
7210000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,0.018523160114328505
7140000,0.39178979651610985,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,0.018523160114328505
7070000,1.7201116952140096,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,-2.2513900961671554
7070000,0.5024832880742681,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.7051947732327412
7035000,0.5578300338533473,1.4034193573588298,1.4218117367065486,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,0.7828694676259189
7000000,2.7786182082388984,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,0.1313683777001614
6930000,1.7201116952140096,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,0.08132397685774856
6930000,3.712594543260859,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,-4.859276644091295
6895000,1.1758686950530646,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,0.055593086664263956
6860000,0.39178979651610985,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.018523160114328505
6790000,3.200637144804377,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,4.491836124900159
6790000,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,-0.025088518179713203
6755000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.5498453844463855
6720000,-0.06020862734636997,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,-0.002846562249751931
6685000,0.6685235254115056,-1.308862733990682,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,-0.8750055292071924
6650000,-0.5122070512088498,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,-0.024216284613832368
6650000,-0.410738017280538,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,-0.5764376842546926
6650000,0.5855034067428869,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,0.027681612556077265
6650000,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,0.029426079687838936
6650000,0.25342293206841193,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,0.01198140837022225
6650000,0.39178979651610985,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,0.018523160114328505
6629000,0.39178979651610985,0.047278311684073836,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,0.018523160114328505
6615000,-0.5306559664685429,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,-0.025088518179713203
6615000,2.4672927632315784,0.047278311684073836,1.4218117367065486,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,0.11664943627592235
6580000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.018523160114328505
6510000,-0.6413494580267012,0.047278311684073836,-0.5701867118926005,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,-0.030321919574998208
6510000,1.429541279873844,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,0.06758629819512543
6510000,0.7008091271159684,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,0.03313307234283248
6475000,-0.5491048817282359,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,-0.02596075174559404
6475000,1.04211405942029,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,0.04926939331162791
6440000,1.5817448307663118,2.7595604030335856,3.4138101853056977,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,4.364920402685774
6440000,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,-0.003282679032692348
6419000,0.7377069576353545,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,-0.9655571454545584
6405000,-0.16167766127468175,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,-0.0076438468620965185
6300000,0.9452572543069014,0.047278311684073836,1.4218117367065486,-0.9293966635677897,2.679409353022881,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,0.04469016709075353
6300000,0.39178979651610985,1.4034193573588298,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,0.5498453844463855
6300000,-0.48453367831931016,0.047278311684073836,1.4218117367065486,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,-0.022907934265011115
6300000,1.7754584409930887,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,0.08394067755539106
6300000,0.5762789491130403,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,0.027245495773136848
6293000,0.6685235254115056,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,0.03160666360254102
6265000,0.39178979651610985,1.4034193573588298,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,0.5498453844463855
6230000,0.6685235254115056,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,False,True,0.03160666360254102
6230000,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,0.007620240540818078
6195000,0.16117835576994666,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,0.007620240540818078
6195000,0.553217805038424,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,0.026155203815785802
6195000,0.16117835576994666,0.047278311684073836,1.4218117367065486,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,0.007620240540818078
6160000,-0.30004452572237966,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,-0.014185598606202774
6160000,0.13811721169533034,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,0.19383636847765395
6125000,0.5855034067428869,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,0.027681612556077265
6107500,-0.8811853564027108,1.4034193573588298,-0.5701867118926005,1.3782169202337835,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,-1.2366725865967039
6090000,0.6754418686338906,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,True,False,False,True,True,False,True,False,False,True,False,0.9479281932114219
6090000,0.6685235254115056,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,0.03160666360254102
6090000,1.485810471415908,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.07024661057106198
6083000,-0.39228910202084494,4.115701448708341,1.4218117367065486,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,-1.6145448254996857
6083000,2.061416627518331,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,0.09746029782654399
6020000,0.7607681017099709,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,-0.9957410175370137
6020000,1.3142355595007624,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,0.06213483840837021
6020000,0.8068903898592035,0.047278311684073836,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,0.03814841534664727
5950000,-0.6690228309162407,1.4034193573588298,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,-0.9389195914228556
5950000,0.5855034067428869,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,False,True,False,True,True,False,False,0.027681612556077265
5950000,0.8622371356382826,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,False,True,False,True,False,True,False,0.04076511604428978
5950000,0.6408501525219661,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,0.030298313253719768
5950000,0.9595551636331635,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,0.04536614810431117
5950000,0.5089404084151607,1.4034193573588298,1.4218117367065486,-0.9293966635677897,0.35597562605793237,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,0.7142568209119453
5950000,1.0006040000859806,1.4034193573588298,1.4218117367065486,0.22441012833299692,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,1.4042670227713414
5950000,0.6339318092995812,0.047278311684073836,1.4218117367065486,2.53202371213457,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,0.029971225666514455
5943000,4.819529458842443,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.22785921592572875
5880000,0.9268083390472084,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,0.0438179335248727
5880000,0.622401237262273,0.047278311684073836,1.4218117367065486,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.029426079687838936
5873000,0.16117835576994666,0.047278311684073836,-0.5701867118926005,1.3782169202337835,0.35597562605793237,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,0.007620240540818078
5873000,2.9100667294642113,0.047278311684073836,-0.5701867118926005,1.3782169202337835,1.5176924895404067,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,0.13758304185706235
5866000,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,-0.8057412374245417,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,-0.0076438468620965185
5810000,0.3124594608994297,1.4034193573588298,-0.5701867118926005,2.53202371213457,-0.8057412374245417,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,0.4385116558161641
5810000,0.02281149132224877,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,0.0010784887967118229
5810000,-0.16167766127468175,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,-0.0076438468620965185
5803000,0.8530126780084362,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,0.04032899926134936
5775000,0.39178979651610985,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.018523160114328505
5740000,0.11505606762071403,1.4034193573588298,1.4218117367065486,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.16147191248049655
5740000,-0.23547332231345397,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.33046781867629615
5740000,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,-0.003282679032692348
5740000,0.5578300338533473,0.047278311684073836,-0.5701867118926005,-0.9293966635677897,1.5176924895404067,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,0.026373262207256012
5740000,0.29954522021764457,0.047278311684073836,1.4218117367065486,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,0.014161992284924336
5652500,0.6961968983010451,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,0.9770562036088634
5600000,2.4672927632315784,1.4034193573588298,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,3.4626464241905532
5600000,-0.16167766127468175,2.7595604030335856,1.4218117367065486,1.3782169202337835,-0.8057412374245417,True,False,True,False,False,True,False,True,True,False,True,False,False,False,True,-0.44615927210868833
5600000,-0.2077999494239144,1.4034193573588298,-0.5701867118926005,0.22441012833299692,0.35597562605793237,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,-0.2916304714797073
5600000,-0.0694330849762165,0.047278311684073836,-0.5701867118926005,2.53202371213457,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.003282679032692348
5600000,2.4672927632315784,-1.308862733990682,-0.5701867118926005,-0.9293966635677897,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,-3.2293475516387082
5600000,0.16117835576994666,0.047278311684073836,1.4218117367065486,0.22441012833299692,0.35597562605793237,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,0.007620240540818078
5600000,0.5578300338533473,0.047278311684073836,-0.5701867118926005,1.3782169202337835,-0.8057412374245417,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,0.026373262207256012
5600000,0.6685235254115056,1.4034193573588298,1.4218117367065486,-0.9293966635677897,-0.8057412374245417,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,0.9382188564122745
5600000,-0.006706773093260117,0.047278311684073836,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,-0.0003170849086975118
5565000,-0.3461668138716123,1.4034193573588298,-0.5701867118926005,0.22441012833299692,1.5176924895404067,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,-0.4858172074626518
5565000,0.11505606762071403,2.7595604030335856,-0.5701867118926005,0.22441012833299692,-0.8057412374245417,False,True,False,True,False,True,True,False,False,True,False,True,True,False,False,0.3175041683348771
